EON,T9,4-5_2-5-8_2-5-8_2
EON,T10,4-5_2-5-8-5-8
EPI,T1,4-5_2-5-8-5-8
EPI,T2,5-5-5-5_2-8-10_2
EPI,T3,5-5-5-5_2-5-8
ERI,T1,4-4-4-6-6-8
ERI,T2,4-8-4-8-6-6
ESV,T1,4-5-4-5-6-8
ESV,T2,4-4-5-6-6-8
ESV,T3,4-4-5-8-6-6
ESV,T4,4-4-5-6-6-8
ESV,T5,4-6-5-6-5-6
ESV,T6,4-5-5-5-6-6
ETL,T1,4-5-4-6-8-8_2
ETL,T2,5-5-5-5_2-5-8
ETL,T3,4-5_2-5-5-8-8
ETL,T4,5-5-5-5-5-8_2
ETL,T5,5-8_2-5-8_2-5_2-8_2
ETL,T6,5-8_2-5-8_2-5_2-6
ETR,T1,4-4-4-8-8_4-10_3
ETR,T2,4-4-4-6-8-8_6
ETR,T3,4-4-4-8_2-6-10_4
ETR,T4,4-4-4-6-6-8
ETV,T1,4-8-5-6-5-10_3
ETV,T2,4-5-4-5-4-8
ETV,T3,4-6-4-8-8-10_2
ETV,T4,4-4-4-8-6-8
ETV,T5,4-5-4-8-5-6_2
ETV,T6,4-5_2-4-8-10-10_2
ETV,T7,4-4-4-5-5-6
EUO,T1,4-6-5-5-5_2-10
EUO,T2,5-6-5-6-5-6
EUO,T3,5-5_2-5-6-5-6
EUO,T4,5-5-5-6_2-5-10
EUO,T5,5-5-5-5-5-6_2
EUO,T6,5-5_2-5-5_2-12_2-*
EUO,T7,5-6-5-6-5-6_2
EUO,T8,5-5-5-5-12_4-*
EUO,T9,4-6-5-5-5-5
EUO,T10,4-10-5-5-5-5
EWO,T1,5-6-5-6-5_2-6
EWO,T2,5-6-5-6-6-6_2
EWO,T3,5-5-5-5-6-6_2
EWO,T4,5-5-5-5-10_2-10_6
EWS,T1,5-10-5-10-5_2-6
EWS,T2,5-5_2-5_2-6_2-12-12_4
EWS,T3,5-5-5-5_2-5-10
EWS,T4,4_2-5-5-6-5-6
EWS,T5,4-5-4-5_2-4-10
EWS,T6,4_2-6_2-5-5-6-6
EWS,T7,5-5-5-5-5_2-6
EWT,T1,5-5-5-10-5_2-6
EWT,T2,5-5_2-5-6-5-10_2
EWT,T3,5-5-5-10_2-5_2-7
EWT,T4,4-*-4-*-5-*
EWT,T5,5-5-5-10-5_2-6
EWT,T6,5-5-5-6-5-10_2
EWT,T7,4-5_2-5-7-5-10_2
EWT,T8,4-5-5-5-5-7
EWT,T9,4-6-5-5-5-5
EWT,T10,4-5-4-10_3-5-7
EWT,T11,4-*-5-*-5-*
EWT,T12,5-5-5-5-5-5
EWT,T13,5-5-5-5-5-5
EZT,T1,4-4-6-6-6_2-8
EZT,T2,4-6_2-4-6_2-6_2-12_18
EZT,T3,4-6-4-6-6_2-8
EZT,T4,4-6-4-6-4-12_26
EZT,T5,4-4-4-8-6_2-6_2
FAR,T1,4-4-6-6-6-6
FAR,T2,4-4-6-6-6-6
FAR,T3,4-6-4-6-6-6
FAR,T4,4-6-4-6-6-6
FAU,T1,4-4-4-6-6-12
FER,T1,5-5-5-5_2-5-8
FER,T2,5-8-5-8-5_2-6
FER,T3,5-5_2-5-5_2-10_2-12_2
FER,T4,5-5-5-5-5_2-6
FRA,T1,4-4-6-6-6-6
FRA,T2,4-4-6-6-6-6
FRA,T3,4-6-4-6-6-6
FRA,T4,4-4-6-6-6-6
FRA,T5,4-4-6-6-6-6
FRA,T6,4-4-6-6-6-6
GIS,T1,4-4-4-8_2-8-8
GIU,T1,4-4-6-6-6-6
GIU,T2,4-6-4-6-6-6
GIU,T3,4-6-4-6-6-6
GIU,T4,4-6-4-6-6-6
GIU,T5,4-4-6-6-6-6
GME,T1,4-4-4-8-6-8
GON,T1,5-6-5-6-5_2-6
GON,T2,5-6-5-6-6-12_6
GON,T3,4-6_2-5-6-5-6
GON,T4,4-6_2-5-6-5-6
GOO,T1,4-4-4-8_5-6_2-8_2
GOO,T2,4-4-6-8_3-6_3-8_2
GOO,T3,4-4-4-8_2-6-8_2
GOO,T4,4-4-6_4-8_4-8_2-8_2
GOO,T5,4-4-8_2-10_6-8_3-8_3
HEU,T1,4-5-4-5-5-8
HEU,T2,4-8-5-8-5-8
HEU,T3,4-5-4-8-5-5
HEU,T4,4-5-5-5-5-8
HEU,T5,5-5-5_2-5_2-10-10
IFO,T1,4-6_3-6-6_2-6_2-6_4
IFO,T2,4-4-6_2-16_20-6_3-6_3
IFO,T3,4-6_3-6-6_2-6-6_3
IFO,T4,4-6_2-6-6_2-6_2-6_4
IFR,T1,4-6_2-5-6-6-12_3
IFR,T2,4-5-4-6-5-6_2
IFR,T3,4-6-4-6-5-6_2
IFR,T4,4-4-5-12_5-6-6_2
IFT,T1,4-5-4-6_2-4-14_3
IFT,T2,4-5-4-6_2-4-14
IFT,T3,4-5-4-5-4-14
IFT,T4,4-5-4-5-4-14_3
IFT,T5,5-5_2-5-14-5-16
IFT,T6,5-5_2-5-6-5-14_2
IFT,T7,3-14-4-5-4-5
IFT,T8,5-14-5-14-5_2-6
IFT,T9,5-*-5-*-6-*
IFT,T10,5-5_2-5-5_2-5-6_2
IFT,T11,5-5-5-5-6_2-6_2
IFT,T12,3-14_2-4-5-4-5
IFU,T1,4-5-4-6-4-14
IFU,T2,4-5-4-5-4-12
IFU,T3,4-5-4-6-4-12
IFU,T4,4-5-4-5-4-8
IFU,T5,4-5-4-5-4-14
IFU,T6,4-5-5-8-5-12
IFU,T7,4-5-4-6-4-14
IFU,T8,4-5-4-5-5-*
IFU,T9,5-*-5-*-5-*
IFW,T1,4-5-4-10-5-6
IFW,T2,4-4-4-6-5-10
IFW,T3,4-6-4-8-5-5
IFW,T4,4-5-5-8-6-6
IFW,T5,5-5-5-8-6-6
IFW,T6,4-5-4-6-5-8
IFW,T7,4-6-5-5-5-5
IFW,T8,4-6_2-5-5-5-5
IFW,T9,4-10-5-5-5-5
IFW,T10,4-6_2-5-5-5-5
IFY,T1,4-6-4-8-6-6_2
IFY,T2,4-6-4-6-4-8
IFY,T3,4-4-6-8_2-6-8_2
IFY,T4,4-4-4-6-4-6
IHW,T1,4-8-5-5-5-5
IHW,T2,5-5-5-5-5-8
IHW,T3,5-5-5-5-5-6
IHW,T4,5-5-5-6_2-5-8
IHW,T5,5-6-5_2-8-6-6_2
IHW,T6,5-5-5-5-5-6_2
IHW,T7,5-5-5-5-12-*
IHW,T8,5-5-5-5-5-6_2
IHW,T9,5-5-5-5-12_6-*
IMF,T1,5-5-5-5_2-5-10_3
IMF,T2,5-5-5-6-5-6_2
IMF,T3,5-5-5-5_2-5-10_2
IMF,T4,5-5_2-5-6-5-10_3
IMF,T5,5-5_2-5-6-5-10_3
IMF,T6,5-5-5-10_3-5_2-6
IMF,T7,5-5-5-5-5-6
IMF,T8,5-6_2-5-10_2-5_2-6
IMF,T9,5-6-5-6_2-5-10_2
IMF,T10,5-5-5-5-5_2-10_2
IMF,T11,4-5_2-5-6_2-10-10
IMF,T12,4-5-5-6_2-6-10_2
IMF,T13,5-5_2-5-5_2-10_2-*
IMF,T14,5-5-5-5-5_2-10_2
IMF,T15,5-5_2-5-5_2-6-*
IMF,T16,5-5-5-5-5_2-6
IMF,T17,5_2-6_2-5_2-6_2-10-12_2
IMF,T18,5_2-6_2-5_2-6_2-6-*
IMF,T19,4-5-4-5-6-10_2
IMF,T20,4-6-5-5-5-5
IMF,T21,4-6_2-5-5-5-5
IMF,T22,4-6_2-5-5-5-5
IMF,T23,4-10_3-5-5-5-5
IMF,T24,4-5-4-5-10-10_2
IRN,T1,4-5-4-6-4-6
IRN,T2,4-6-4-6-4-7
IRN,T3,4-6-5-6-6-7
IRN,T4,4-6-4-6-4-10
IRN,T5,4-5-4-5-4-10
IRN,T6,4-7-4-7-4-8
IRN,T7,4-6-4-6-4-8
IRN,T8,4-5-4-5-6-7
IRN,T9,5-5-5-5-6-10
IRR,T1,4-5-4-6_2-4-12
IRR,T2,5-12-5-12-5_2-6
IRR,T3,3-12_2-4-5-4-5
IRR,T4,5_2-6_2-5_2-6_2-5_2-6_2
IRY,T1,4-5-4-6-4-15
IRY,T2,4-5-4-5-4-15
IRY,T3,5-5_2-5-16-5-16
IRY,T4,3-16_2-4-5-4-5
IRY,T5,5_2-*-5_2-*-5_2-*
ISV,T1,5-5-5_2-12_5-6-6
ISV,T2,4-5-4-6-4-12_7
ISV,T3,4-5-4-6-4-12_4
ISV,T4,4-5_2-5-6-5-6
ISV,T5,4-5_2-5-6-5-6
ITE,T1,4-6-5-6-5-8
ITE,T2,4-4-5-8-5-8
ITE,T3,4-5-4-6-5-5
ITE,T4,4-5-4-8-5-5
ITG,T1,4-5-4-6-4-10
ITG,T2,4-5-4-6-4-10
ITG,T3,4-6-4-6_2-4-10_2
ITG,T4,4-6-4-6_2-4-10_4
ITG,T5,4-4-5-6_2-5-12_7
ITG,T6,4-5-5-6_2-5-12_7
ITG,T7,5-6-5-6_2-5-10_3
ITG,T8,4-10_6-5-5-5-6
ITG,T9,4-5_2-5-5-5-6
ITG,T10,5-5-5_2-10_3-6-6
ITG,T11,5-5-5-6-5_2-10
ITG,T12,4-6_2-5-6-5-10_2
ITG,T13,4-5_2-5-6-5-6
ITG,T14,4-5_2-6-6_2-6-6_2
ITG,T15,4-5_2-6-6_2-6-6_2
ITG,T16,4-5_2-5-6-5-6
ITH,T1,4-6_2-4-6_2-4-10_2
ITH,T2,5-6-5-6-6_2-9_2
ITH,T3,4-6-4-6_2-4-10_2
ITH,T4,5-6-5-6_2-5-9
ITH,T5,4-9_2-5-5-5-6_2
ITH,T6,4-5_2-6-6_2-6-6_2
ITH,T7,4-5_2-6_2-6_2-6_2-6_2
ITH,T8,4-9_2-5-6_2-5-6_2
ITH,T9,4-5-5-6_2-5-6_2
ITN,T1,4-5-4-10-5-5
ITN,T2,5-5-5-6-5_2-10
ITN,T3,4-5_2-5-5-5-6
ITN,T4,4-10-5-5-5-6
ITN,T5,4-5_2-5-5-5-6
ITN,T6,5-5-5-6-5_2-10_2
ITN,T7,4-6-4-10_2-5-5
ITN,T8,4-5_2-5-5-5-6
ITN,T9,5-5-5-5_2-5-10
ITN,T10,5-5-5-5-5_2-10
ITN,T11,4-5-4-10_2-5-5
ITN,T12,4-5-4-10_2-5-5
ITN,T13,5-5-5-12_5-5_2-10
ITN,T14,4-5_2-5-5-5-6
ITN,T15,4-5_2-5-5-5-6
ITN,T16,5-*-5-*-10-*
ITN,T17,5-5-5_2-10-6-12_2
ITN,T18,4-6-4-10_2-5-5
ITN,T19,4-6-4-10_2-5-5
ITN,T20,5-5-5-6-5_2-10
ITN,T21,5-5-5-5_2-5-10
ITN,T22,5-5-5-5-5_2-10_2
ITN,T23,4-5-4-10_2-5-5
ITN,T24,4-5_2-5-5-5-6
ITN,T25,4-10-5-5-5-6
ITN,T26,5-5-5_2-10-6-6
ITN,T27,4-6-4-10-5-5
ITR,T1,5-6-5-6_2-5-9
ITR,T2,5-6-5-6-6_2-9_2
ITR,T3,4-9_2-5-5-5-6_2
ITR,T4,4-6-4-6_2-4-10_2
ITR,T5,4-6_2-4-6_2-4-10_2
ITR,T6,4-5_2-6-6_2-6-6_2
ITR,T7,4-5_2-6_2-6_2-6_2-6_2
ITR,T8,4-5-5-6_2-5-6_2
ITR,T9,4-9_2-5-6_2-5-6_2
ITT,T1,4-5-4-6_2-4-10
ITT,T2,5-10-5-10-5_2-6
ITT,T3,3-10_2-5-5-5-5
ITT,T4,5_2-6_2-5_2-6_2-5_2-6_2
ITV,T1,4-*-4-6-4-6_2
ITV,T2,4-6-4-6_2-4-6_2
ITV,T3,6-6-6_2-*-6_2-6_2
ITV,T4,4-*-4-6-4-6_2
ITV,T5,4-6-4-6_2-4-6_2
ITV,T6,4-*-4-6_2-4-6_2
ITV,T7,4-*-4-*-4-*
ITV,T8,4-*-4-*-4-*
ITV,T9,4-6_2-4-6_2-4-6_2
ITV,T10,6-6_2-6-6_2-6-6_2
ITW,T1,5-5-5-6-8-8
ITW,T2,4-5-4-6-4-8_2
ITW,T3,4-5-4-6-4-8_2
IWR,T1,4-6-4-6_2-4-10_4
IWR,T2,4-6_2-5-6-5-10_2
IWR,T3,4-4-5-6_2-5-12_7
IWR,T4,4-5_2-6-6_2-6-6_2
IWS,T1,4-5-4-6-4-12_3
IWS,T2,4-5-4-6_2-4-12_3
IWS,T3,4-5_2-5-6-5-6
IWS,T4,4-6_2-4-6_2-4-12_4
IWS,T5,5-6-5-6-6_2-12
IWS,T6,5-5-5_2-12_3-6-6
IWS,T7,4-5_2-6_2-6_2-6_2-6_2
IWV,T1,5-5-5-6_2-5-12
IWV,T2,4-5-4-5-4-12
IWV,T3,4-6-5-5-5_2-12
IWV,T4,5-5_2-5-5_2-14_2-*
IWV,T5,5-5-5-5-5-6_2
IWV,T6,5-5_2-5-6-5-6
IWV,T7,5-5-5-5-14_6-*
IWW,T1,4-5-4-6-4-10
IWW,T2,4-6-4-6_2-4-10_4
IWW,T3,4-6-4-6_2-4-10_2
IWW,T4,4-5-4-6-4-10
IWW,T5,5-6-5-6_2-5-8
IWW,T6,5-5-5-6-5_2-10
IWW,T7,5-5-5_2-8-6-8_2
IWW,T8,4-6_2-5-6-5-10_2
IWW,T9,4-8_2-5-5-5-8_2
IWW,T10,4-5_2-5-5-5-8_2
IWW,T11,4-5-5-6_2-5-12_7
IWW,T12,4-4-5-6_2-5-12_7
IWW,T13,4-5_2-5-6-5-6
IWW,T14,4-5_2-6-6_2-6-6_2
IWW,T15,4-5_2-6-6_2-6-6_2
IWW,T16,4-5_2-5-6-5-6
JBW,T1,4-6_2-4-6_2-6-8_2
JBW,T2,6-6-6-6-6_2-6_2
JNT,T1,4-6-4-8_3-6-6_2
JNT,T2,4-6-6-6-6_4-8_6
JNT,T3,4-4-4-8_2-6-8_6
JNT,T4,4-6-4-6-6_3-8_7
JNT,T5,4-6-4-8-6-6_2
JNT,T6,4-6-4-6-6_3-8_8
JNT,T7,4-6-6-6-6_4-8_4
JNT,T8,4-4-4-8_5-6-8_6
JOZ,T1,3-8_2-4-8-8-8
JOZ,T2,3-8_2-4-8-8-8
JOZ,T3,3-3-8-8-8-8
JRY,T1,4-6-4-6_4-6-6_3
JRY,T2,4-6_3-6-6_2-6_2-6_2
JRY,T3,4-6-6-6_3-6_3-10_9
JSN,T1,4-8-4-8_2-6_3-8
JSN,T2,4-4-4-8-6-6_3
JSN,T3,4-6-4-6-6-8
JSN,T4,4-6-4-6_2-4-8
JSR,T1,3-4-4-11-6-11
JSR,T2,3-3-11-11-11-11
JSR,T3,3-4-4-11-6-11
JSR,T4,3-3-6-11-11-11
JST,T1,3-3-6-10_2-10-10
JST,T2,3-3-10-10-10_2-10_2
JSW,T1,4-6-4-6-6-8_2
JSW,T2,4-4-6-6-8_2-8_2
JSW,T3,4-6-4-6_2-6_2-6_3
JSW,T4,4-6-6-6-6_3-8_4
JSW,T5,4-4-6-6_2-6_2-8_2
JSW,T6,4-4-4-6-6-8
KFI,T1,4-4-4-8-6-8
LAU,T1,4-4-6-6_2-6-10_4
LAU,T2,4-4-6-6_2-6-10_2
LAU,T3,4-4-6-6_3-6-6_3
LEV,T1,4-4-4-6-6-8
LEV,T2,4-4-6-6-8-8
LIO,T1,4-6-4-6-6-6
LIO,T2,4-4-6-6-6-6
LIO,T3,4-6-4-6-6-6
LIO,T4,4-6-4-6-6-6
LIT,T1,4-6-6
LIT,T2,4-8-4-8_2-6-6
LIT,T3,4-6-6-8_3-8-8
LOS,T1,4-6-4-6-6-6
LOS,T2,4-4-6-6-6-6
LOV,T1,4-4-6_2-8-6_2-8
LOV,T2,3-4-8_3-9_4-8_3-9_4
LOV,T3,3-3-9_4-9_4-9_4-9_4
LTA,T1,4-6-4-6-4-8
LTF,T1,4-5-4-5-8-8
LTF,T2,4-4-4-6-8-8
LTF,T3,4-5-4-5-8-12
LTF,T4,4-8-4-8-6-6
LTF,T5,4-8_2-4-8_2-5-6
LTF,T6,4-8_2-4-8_2-5-6
LTJ,T1,4-6_3-4-8_4-6-8_3
LTJ,T2,4-4-6-8_4-6_2-8_4
LTL,T1,4-4-4-6-6-8
LTL,T2,4-8_3-4-8_3-6-12
LTN,T1,4-4-6-6-6-6
LTN,T2,4-6-4-6-6-6
LTN,T3,4-4-6-6-6-8
LTN,T4,4-4-4-8-6-6
MAR,T1,4-4-6-6-6-6
MAR,T2,4-6-4-6-6-6
MAR,T3,4-6-4-6-6-6
MAR,T4,4-4-6-6-6-6
MAZ,T1,4-5-4-5-8-12
MAZ,T2,4-8_2-4-8_2-5-6
MEI,T1,4-4-4-12-5-7
MEI,T2,4-5-4-7-5-12
MEI,T3,3-7-5-5-5-5
MEI,T4,4-7-4-7-4-7
MEL,T1,5-5-5-5-5-6
MEL,T2,4-5-5-6_2-5-10_2
MEL,T3,5-5-5-5_2-5-10_3
MEL,T4,5-6_2-5-10_2-5_2-6
MEL,T5,4-5-5-6-5-8_2
MEL,T6,4-5_2-6_2-6_2-10-10
MEL,T7,5-5-5-5-5_2-10_2
MEP,T1,5-5-5-5-5-6
MEP,T2,5-5-5-5-5-5
MEP,T3,5-5-5-5-6-6
MER,T1,4-4-4-8_2-8-8
MFI,T1,5-5-5-10_2-5_2-6
MFI,T2,5-5-5-5_2-5-10_3
MFI,T3,5-5-5-5_2-5-10_3
MFI,T4,5-5-5-5_2-5-6
MFI,T5,5-5-5-6_2-5-10_3
MFI,T6,5-5-5-5-5_2-10_3
MFI,T7,5-6_2-5_2-6_2-10-10
MFI,T8,5-5-5-5-5-6
MFI,T9,4-5-5-6_2-5-10_3
MFI,T10,4-5-5-6_2-5-10_2
MFI,T11,5-5-5-6-5-6_2
MFI,T12,5-6_2-5-10_2-5_2-6_2
MFS,T1,5-5-5-5-5-8_2
MFS,T2,4-5_2-5-5-8-10
